CITY,REP_PERIOD,income,expense,core_income,op_surplus
Cherkasy,2021-01-31,197.93595900999998,125.761398,168.44503901,72.17456100999998
Cherkasy,2021-02-28,450.26595764999996,329.37007904,381.64885065,120.89587860999995
Cherkasy,2021-03-31,681.4631482000001,522.94557223,573.9594012,158.51757597000005
Cherkasy,2021-04-30,940.8900967,727.1654930699999,794.3387036999999,213.72460363000005
Cherkasy,2021-05-31,1205.84533944,921.58597873,1006.33967544,284.2593607100001
Cherkasy,2021-06-30,1501.00027133,1218.26190903,1206.89301933,282.73836230000006
Cherkasy,2021-07-31,1749.79875853,1385.0781206600002,1425.55124553,364.7206378699998
Cherkasy,2021-08-31,1994.2843931399998,1555.1289921599998,1643.1290941399998,439.15540097999997
Cherkasy,2021-09-30,2236.85465607,1749.12328402,1827.7252537,487.7313720500001
Cherkasy,2021-10-31,2548.66952184,1963.1435325,2090.91263547,585.52598934
Cherkasy,2021-11-30,2851.61621444,2176.97429583,2323.1823850700002,674.6419186100002
Cherkasy,2021-12-31,3261.42337287,2614.9865367999996,2557.89796802,646.4368360700005
Cherkasy,2022-01-31,260.5740524,151.07299715,219.1958724,109.50105525000004
Cherkasy,2022-02-28,558.8037915900001,334.43970310000003,475.63040558999995,224.36408849000003
Cherkasy,2022-03-31,784.07980758,575.66023295,659.0486285799999,208.41957462999994
Cherkasy,2022-04-30,1085.61489093,786.39962551,918.9289199300001,299.21526542000004
Cherkasy,2022-05-31,1507.71751849,1014.53375313,1288.81538549,493.18376535999994
Cherkasy,2022-06-30,2016.83742847,1231.85573271,1713.27845547,784.9816957600001
Cherkasy,2022-07-31,2354.4754379700003,1400.74743674,2031.75996669,953.7280012300002
Cherkasy,2022-08-31,2715.50443578,1600.56065689,2373.9805675,1114.9437788900002
Cherkasy,2022-09-30,3078.7747946599998,1850.80329923,2700.20355783,1227.9714954299998
Cherkasy,2022-10-31,3459.48320208,2125.92186129,3044.02721925,1333.56134079
Cherkasy,2022-11-30,3865.00888394,2425.74256307,3411.93369681,1439.26632087
Cherkasy,2022-12-31,4307.78079819,2839.56524311,3814.39394317,1468.2155550799994
Cherkasy,2023-01-31,365.48732481999997,177.93849501,330.14012282,187.54882980999997
Cherkasy,2023-02-28,744.0035997699999,456.79190907,672.71431177,287.21169069999996
Cherkasy,2023-03-31,1059.20255322,757.0655143500001,951.36925322,302.13703886999997
Cherkasy,2023-04-30,1408.82355256,1006.68007196,1264.71932556,402.1434806000001
Cherkasy,2023-05-31,1779.02540906,1387.53129575,1588.10023906,391.4941133099999
Cherkasy,2023-06-30,2179.9682229299997,1798.42752703,1898.20333393,381.5406958999997
Cherkasy,2023-07-31,2534.9884757,2071.41000102,2234.8707877600004,463.57847468
Cherkasy,2023-08-31,2886.4867869699997,2332.7026157,2550.78798503,553.7841712699997
Cherkasy,2023-09-30,3210.3115594899996,2638.46604431,2830.16505655,571.8455151799994
Cherkasy,2023-10-31,3783.57406463,2937.2718781999997,3169.27201169,846.3021864300003
Cherkasy,2023-11-30,4063.23727125,3215.82389179,3412.55912531,847.4133794600002
Cherkasy,2023-12-31,4409.51955087,3692.19012385,3703.8381024200003,717.3294270199999
Cherkasy,2024-01-31,334.74723606,159.77855713,294.90867406,174.96867892999998
Cherkasy,2024-02-29,670.4791843300001,439.20536503,590.1704143300001,231.27381930000007
